robots,payload_shape,payload_material,payload_mass_g,side_length_units,path_waypoints,trials,successful_trials,success_rate_percent
5,Regular pentagonal prism,3-D printed polymer,50,60,"(120,120);(480,120);(480,480);(120,480)",20,20,100.0
