elapsed_s,x_unit,y_unit,radius_unit,radial_error_unit
6.266,423.109375,214.9375,149.63805371342085,-0.36194628657915473
6.266,422.140625,213.3125,149.77668353799473,-0.2233164620052719
6.266,421.109375,211.71875,149.87014317219132,-0.12985682780868046
6.266,419.953125,210.296875,149.78452133658956,-0.21547866341043687
6.266,418.796875,208.859375,149.7307952131299,-0.2692047868700911
6.266,417.5625,207.4375,149.62873324498875,-0.3712667550112485
6.266,416.359375,206.015625,149.57461982078127,-0.4253801792187346
6.266,415.15625,204.609375,149.53371944799983,-0.46628055200017116
6.359,413.078125,202.546875,149.27750642940566,-0.722493570594338
6.562,411.640625,201.265625,149.03726365252166,-0.9627363474783408
6.562,410.34375,200.0625,148.87325841235725,-1.126741587642755
6.562,408.96875,198.796875,148.71536903201405,-1.2846309679859473
6.562,407.59375,197.5,148.6023722524728,-1.3976277475271957
6.562,406.296875,196.265625,148.5255741998874,-1.4744258001126127
6.562,405.078125,195.0,148.54767703843646,-1.4523229615635387
6.562,403.09375,193.125,148.4944002784701,-1.5055997215299044
6.562,401.796875,192.0,148.4136239021392,-1.586376097860807
6.562,400.484375,190.65625,148.50308172965006,-1.496918270349937
6.562,399.171875,189.421875,148.53478555386025,-1.465214446139754
6.562,397.84375,188.28125,148.50750323005568,-1.4924967699443243
6.562,396.546875,187.015625,148.61617700104605,-1.3838229989539457
6.562,395.140625,185.828125,148.61680781932523,-1.3831921806747687
6.578,393.78125,184.5625,148.73042478865077,-1.2695752113492347
6.656,393.0,183.90625,148.75065979370478,-1.2493402062952157
6.656,391.0,182.234375,148.82789534103014,-1.1721046589698574
6.656,389.59375,181.046875,148.91905850604928,-1.0809414939507178
6.656,388.109375,179.890625,148.96148470588378,-1.0385152941162232
6.687,386.65625,178.6875,149.08396399449708,-0.9160360055029173
6.766,385.078125,177.453125,149.18452978034034,-0.8154702196596588
6.766,382.96875,175.734375,149.4180679610171,-0.5819320389828988
6.766,381.625,174.53125,149.68315820947424,-0.316841790525757
6.844,380.234375,173.4375,149.85199811110502,-0.14800188889498145
6.859,378.734375,172.265625,150.05056602119583,0.05056602119583431
6.859,377.3125,171.15625,150.2595573343423,0.2595573343423041
6.859,375.96875,169.921875,150.6372118039833,0.6372118039832912
6.875,373.84375,168.125,151.1420359763044,1.1420359763044132
6.875,372.46875,167.046875,151.42078184261277,1.4207818426127687
6.984,371.140625,165.9375,151.76871361265677,1.768713612656768
6.984,369.75,164.84375,152.0929795028768,2.0929795028768012
