elapsed_s,x_unit,y_unit,side,path_error_unit,signed_error_unit
17.563,156.984375,147.65625,top,2.34375,-2.34375
17.656,158.734375,147.78125,top,2.21875,-2.21875
17.656,161.59375,148.078125,top,1.921875,-1.921875
17.656,163.53125,148.28125,top,1.71875,-1.71875
17.656,165.59375,148.484375,top,1.515625,-1.515625
17.672,167.609375,148.59375,top,1.40625,-1.40625
17.735,169.6875,148.65625,top,1.34375,-1.34375
17.735,171.703125,148.796875,top,1.203125,-1.203125
17.735,173.796875,148.9375,top,1.0625,-1.0625
17.75,177.078125,149.25,top,0.75,-0.75
17.766,179.265625,149.484375,top,0.515625,-0.515625
17.828,181.421875,149.71875,top,0.28125,-0.28125
17.828,183.59375,149.953125,top,0.046875,-0.046875
17.828,186.0625,150.15625,top,0.15625,0.15625
17.86,188.421875,150.421875,top,0.421875,0.421875
17.922,190.703125,150.65625,top,0.65625,0.65625
17.953,192.921875,150.890625,top,0.890625,0.890625
17.953,196.375,151.0,top,1.0,1.0
17.953,198.734375,150.875,top,0.875,0.875
17.953,201.09375,150.609375,top,0.609375,0.609375
18.047,203.609375,150.234375,top,0.234375,0.234375
18.047,206.21875,149.796875,top,0.203125,-0.203125
18.047,208.5,149.390625,top,0.609375,-0.609375
18.047,210.953125,148.921875,top,1.078125,-1.078125
18.063,213.5,148.546875,top,1.453125,-1.453125
18.156,215.890625,148.1875,top,1.8125,-1.8125
18.156,218.25,147.859375,top,2.140625,-2.140625
18.156,220.53125,147.671875,top,2.328125,-2.328125
18.156,222.921875,147.5,top,2.5,-2.5
18.188,225.3125,147.375,top,2.625,-2.625
18.235,227.796875,147.40625,top,2.59375,-2.59375
18.235,230.203125,147.421875,top,2.578125,-2.578125
18.235,233.703125,147.484375,top,2.515625,-2.515625
18.25,236.015625,147.515625,top,2.484375,-2.484375
18.281,238.421875,147.546875,top,2.453125,-2.453125
18.36,240.796875,147.578125,top,2.421875,-2.421875
18.36,243.046875,147.609375,top,2.390625,-2.390625
18.36,245.3125,147.8125,top,2.1875,-2.1875
18.375,247.734375,147.953125,top,2.046875,-2.046875
18.453,250.0,148.125,top,1.875,-1.875
18.453,252.453125,148.296875,top,1.703125,-1.703125
18.453,254.75,148.46875,top,1.53125,-1.53125
18.453,257.0,148.65625,top,1.34375,-1.34375
18.469,260.5,148.828125,top,1.171875,-1.171875
18.563,262.765625,148.953125,top,1.046875,-1.046875
18.563,265.078125,149.171875,top,0.828125,-0.828125
18.563,267.40625,149.40625,top,0.59375,-0.59375
18.563,269.578125,149.71875,top,0.28125,-0.28125
18.578,271.890625,150.015625,top,0.015625,0.015625
18.781,274.15625,150.328125,top,0.328125,0.328125
18.781,277.75,150.546875,top,0.546875,0.546875
18.781,280.09375,150.6875,top,0.6875,0.6875
18.781,282.4375,150.84375,top,0.84375,0.84375
18.781,284.59375,150.921875,top,0.921875,0.921875
18.781,286.828125,150.890625,top,0.890625,0.890625
18.781,288.953125,150.71875,top,0.71875,0.71875
18.781,291.046875,150.40625,top,0.40625,0.40625
18.875,293.203125,150.0,top,0.0,0.0
18.875,295.390625,149.78125,top,0.21875,-0.21875
18.875,298.796875,149.328125,top,0.671875,-0.671875
18.875,301.4375,148.8125,top,1.1875,-1.1875
18.875,303.765625,148.4375,top,1.5625,-1.5625
18.875,305.9375,148.078125,top,1.921875,-1.921875
18.953,308.0625,147.515625,top,2.484375,-2.484375
18.953,311.484375,146.640625,top,3.359375,-3.359375
18.953,313.796875,146.21875,top,3.78125,-3.78125
18.953,316.03125,146.171875,top,3.828125,-3.828125
18.985,318.484375,146.234375,top,3.765625,-3.765625
19.063,320.921875,146.125,top,3.875,-3.875
19.063,323.265625,146.125,top,3.875,-3.875
19.063,325.59375,146.125,top,3.875,-3.875
19.078,328.046875,146.265625,top,3.734375,-3.734375
19.188,330.40625,146.4375,top,3.5625,-3.5625
19.188,332.9375,146.703125,top,3.296875,-3.296875
19.188,335.28125,146.828125,top,3.171875,-3.171875
19.188,337.625,146.828125,top,3.171875,-3.171875
19.188,339.78125,146.828125,top,3.171875,-3.171875
19.266,343.296875,146.9375,top,3.0625,-3.0625
19.266,345.546875,147.0625,top,2.9375,-2.9375
19.266,347.984375,147.25,top,2.75,-2.75
19.266,350.3125,147.265625,top,2.734375,-2.734375
19.281,352.6875,147.390625,top,2.609375,-2.609375
19.391,355.0,147.53125,top,2.46875,-2.46875
19.672,357.328125,147.5625,top,2.4375,-2.4375
19.672,359.609375,147.46875,top,2.53125,-2.53125
19.672,361.953125,147.53125,top,2.46875,-2.46875
19.672,364.25,147.59375,top,2.40625,-2.40625
19.672,366.625,147.703125,top,2.296875,-2.296875
19.672,370.046875,147.796875,top,2.203125,-2.203125
19.672,372.375,147.859375,top,2.140625,-2.140625
19.672,374.65625,147.90625,top,2.09375,-2.09375
19.672,376.984375,148.03125,top,1.96875,-1.96875
19.672,379.21875,148.234375,top,1.765625,-1.765625
19.672,381.5,148.40625,top,1.59375,-1.59375
19.672,383.84375,148.5,top,1.5,-1.5
19.672,386.140625,148.46875,top,1.53125,-1.53125
19.672,388.46875,148.484375,top,1.515625,-1.515625
19.703,391.84375,148.5,top,1.5,-1.5
19.703,394.21875,148.421875,top,1.578125,-1.578125
19.703,396.578125,148.515625,top,1.484375,-1.484375
19.703,398.828125,148.546875,top,1.453125,-1.453125
19.719,402.3125,148.8125,top,1.1875,-1.1875
19.781,404.6875,148.9375,top,1.0625,-1.0625
19.781,406.953125,149.046875,top,0.953125,-0.953125
19.781,409.203125,149.25,top,0.75,-0.75
19.813,411.484375,149.59375,top,0.40625,-0.40625
19.891,413.6875,149.84375,top,0.15625,-0.15625
19.906,415.96875,150.078125,top,0.078125,0.078125
19.906,418.234375,150.375,top,0.375,0.375
19.906,420.375,150.65625,top,0.65625,0.65625
19.906,422.453125,151.03125,top,1.03125,1.03125
20.0,425.59375,151.484375,top,1.484375,1.484375
20.0,427.4375,151.75,top,1.75,1.75
20.0,429.328125,152.0,top,2.0,2.0
20.0,431.140625,152.25,top,2.25,2.25
20.094,433.0,152.296875,top,2.296875,2.296875
20.094,435.4375,151.984375,top,1.984375,1.984375
20.094,437.25,151.65625,top,1.65625,1.65625
20.094,439.03125,151.140625,top,1.140625,1.140625
20.094,440.859375,150.65625,top,0.65625,0.65625
20.11,441.859375,150.375,top,0.375,0.375
20.203,444.40625,149.53125,top,0.46875,-0.46875
20.203,447.078125,148.703125,top,1.296875,-1.296875
20.203,448.8125,148.140625,top,1.859375,-1.859375
20.203,450.40625,147.671875,top,2.363303848032453,-2.363303848032453
20.313,451.984375,147.234375,top,3.4038839259366647,-3.4038839259366647
20.313,453.1875,147.0625,top,4.3346352210999255,-4.3346352210999255
20.313,453.640625,147.28125,top,4.543759671585305,-4.543759671585305
20.313,453.890625,147.5625,top,4.591118506488915,-4.591118506488915
20.328,453.6875,147.984375,top,4.202427916172388,-4.202427916172388
20.391,453.390625,148.328125,top,3.780410547314934,-3.780410547314934
20.391,453.21875,148.609375,top,3.506307096237436,-3.506307096237436
20.391,453.0625,149.53125,top,3.0981660401760265,-3.0981660401760265
20.406,453.03125,150.703125,right,3.03125,-3.03125
20.438,452.921875,152.640625,right,2.921875,-2.921875
20.5,452.78125,154.125,right,2.78125,-2.78125
20.5,452.703125,155.625,right,2.703125,-2.703125
20.5,452.578125,157.28125,right,2.578125,-2.578125
20.531,452.546875,159.296875,right,2.546875,-2.546875
20.61,452.40625,161.34375,right,2.40625,-2.40625
20.828,452.453125,163.3125,right,2.453125,-2.453125
20.828,452.4375,164.34375,right,2.4375,-2.4375
20.828,452.546875,167.140625,right,2.546875,-2.546875
21.016,452.6875,169.1875,right,2.6875,-2.6875
21.016,452.765625,172.0625,right,2.765625,-2.765625
21.016,452.921875,173.984375,right,2.921875,-2.921875
21.016,453.046875,175.984375,right,3.046875,-3.046875
21.016,453.21875,177.859375,right,3.21875,-3.21875
21.016,453.40625,179.8125,right,3.40625,-3.40625
21.016,453.625,181.828125,right,3.625,-3.625
21.016,453.78125,183.78125,right,3.78125,-3.78125
21.016,453.9375,185.84375,right,3.9375,-3.9375
21.016,453.8125,187.734375,right,3.8125,-3.8125
21.016,453.5,189.65625,right,3.5,-3.5
21.016,453.078125,191.609375,right,3.078125,-3.078125
21.016,452.65625,194.28125,right,2.65625,-2.65625
21.016,452.359375,195.984375,right,2.359375,-2.359375
21.016,452.0625,197.703125,right,2.0625,-2.0625
21.016,451.59375,199.328125,right,1.59375,-1.59375
21.016,451.21875,201.046875,right,1.21875,-1.21875
21.016,450.96875,202.765625,right,0.96875,-0.96875
21.016,450.546875,205.65625,right,0.546875,-0.546875
21.031,450.375,207.4375,right,0.375,-0.375
21.125,450.15625,209.3125,right,0.15625,-0.15625
21.125,450.0625,211.046875,right,0.0625,-0.0625
21.125,449.859375,213.046875,right,0.140625,0.140625
21.125,449.765625,214.953125,right,0.234375,0.234375
21.141,449.5625,216.921875,right,0.4375,0.4375
21.25,449.25,219.625,right,0.75,0.75
21.25,449.15625,221.65625,right,0.84375,0.84375
21.25,449.171875,223.515625,right,0.828125,0.828125
21.25,449.171875,225.59375,right,0.828125,0.828125
21.25,449.21875,227.671875,right,0.78125,0.78125
21.344,449.3125,229.828125,right,0.6875,0.6875
21.344,449.390625,231.84375,right,0.609375,0.609375
21.344,449.4375,233.78125,right,0.5625,0.5625
21.438,449.609375,235.734375,right,0.390625,0.390625
21.438,449.75,238.84375,right,0.25,0.25
21.438,449.84375,240.875,right,0.15625,0.15625
21.438,449.953125,242.890625,right,0.046875,0.046875
21.438,450.1875,245.9375,right,0.1875,-0.1875
21.438,450.375,247.953125,right,0.375,-0.375
21.625,450.53125,250.0,right,0.53125,-0.53125
21.625,450.8125,251.875,right,0.8125,-0.8125
21.625,450.984375,253.8125,right,0.984375,-0.984375
21.625,451.265625,256.734375,right,1.265625,-1.265625
21.625,451.375,258.625,right,1.375,-1.375
21.625,451.4375,260.53125,right,1.4375,-1.4375
21.625,451.5625,263.34375,right,1.5625,-1.5625
21.625,451.671875,265.25,right,1.671875,-1.671875
21.641,451.6875,267.21875,right,1.6875,-1.6875
21.656,451.640625,269.25,right,1.640625,-1.640625
21.735,451.609375,271.171875,right,1.609375,-1.609375
21.735,451.484375,273.15625,right,1.484375,-1.484375
21.735,451.421875,276.015625,right,1.421875,-1.421875
21.75,451.46875,277.96875,right,1.46875,-1.46875
21.828,451.4375,279.8125,right,1.4375,-1.4375
21.844,451.46875,281.765625,right,1.46875,-1.46875
21.844,451.5625,284.4375,right,1.5625,-1.5625
21.844,451.640625,286.25,right,1.640625,-1.640625
21.86,451.828125,288.125,right,1.828125,-1.828125
21.938,452.0625,290.125,right,2.0625,-2.0625
21.938,452.171875,292.03125,right,2.171875,-2.171875
21.938,452.4375,294.921875,right,2.4375,-2.4375
21.938,452.5625,296.859375,right,2.5625,-2.5625
21.953,452.5625,297.765625,right,2.5625,-2.5625
22.031,452.53125,300.796875,right,2.53125,-2.53125
22.031,452.5625,302.84375,right,2.5625,-2.5625
22.031,452.40625,304.765625,right,2.40625,-2.40625
22.047,452.359375,306.703125,right,2.359375,-2.359375
22.063,452.25,308.53125,right,2.25,-2.25
22.156,451.84375,310.546875,right,1.84375,-1.84375
22.156,451.484375,312.4375,right,1.484375,-1.484375
22.156,450.890625,314.109375,right,0.890625,-0.890625
22.156,450.40625,316.984375,right,0.40625,-0.40625
22.235,450.171875,318.96875,right,0.171875,-0.171875
22.235,449.9375,320.828125,right,0.0625,0.0625
22.235,449.6875,322.71875,right,0.3125,0.3125
22.235,449.53125,324.75,right,0.46875,0.46875
22.266,449.46875,327.78125,right,0.53125,0.53125
22.344,449.453125,329.640625,right,0.546875,0.546875
22.344,449.59375,331.578125,right,0.40625,0.40625
22.344,449.734375,333.703125,right,0.265625,0.265625
22.344,449.828125,335.78125,right,0.171875,0.171875
22.36,450.03125,337.96875,right,0.03125,-0.03125
22.438,450.28125,340.125,right,0.28125,-0.28125
22.438,450.5,342.1875,right,0.5,-0.5
22.438,450.796875,344.25,right,0.796875,-0.796875
22.438,451.09375,346.28125,right,1.09375,-1.09375
22.485,451.453125,348.453125,right,1.453125,-1.453125
22.547,451.8125,350.546875,right,1.8125,-1.8125
22.547,452.125,352.703125,right,2.125,-2.125
22.547,452.46875,354.8125,right,2.46875,-2.46875
22.563,452.96875,358.0,right,2.96875,-2.96875
22.578,453.34375,360.109375,right,3.34375,-3.34375
22.656,453.640625,362.015625,right,3.640625,-3.640625
22.656,453.9375,364.0,right,3.9375,-3.9375
22.656,454.03125,366.0,right,4.03125,-4.03125
22.672,453.75,368.875,right,3.75,-3.75
22.75,453.375,370.75,right,3.375,-3.375
22.75,452.84375,372.6875,right,2.84375,-2.84375
22.75,452.359375,374.65625,right,2.359375,-2.359375
22.766,451.84375,376.546875,right,1.84375,-1.84375
22.781,451.265625,378.375,right,1.265625,-1.265625
22.86,450.703125,380.140625,right,0.703125,-0.703125
22.86,449.890625,382.953125,right,0.109375,0.109375
22.86,449.546875,384.84375,right,0.453125,0.453125
22.875,449.234375,386.796875,right,0.765625,0.765625
22.891,449.0,388.578125,right,1.0,1.0
22.969,448.796875,390.640625,right,1.203125,1.203125
22.969,448.546875,393.671875,right,1.453125,1.453125
22.969,448.5,395.703125,right,1.5,1.5
22.985,448.5625,397.78125,right,1.4375,1.4375
23.063,448.671875,399.875,right,1.328125,1.328125
23.063,448.9375,403.046875,right,1.0625,1.0625
23.063,449.171875,405.25,right,0.828125,0.828125
23.063,449.5,407.375,right,0.5,0.5
23.094,449.8125,409.53125,right,0.1875,0.1875
23.156,450.46875,412.71875,right,0.46875,-0.46875
23.156,450.90625,414.734375,right,0.90625,-0.90625
23.156,451.296875,416.8125,right,1.296875,-1.296875
23.172,451.46875,418.734375,right,1.46875,-1.46875
23.188,451.328125,420.578125,right,1.328125,-1.328125
23.281,451.09375,422.046875,right,1.09375,-1.09375
23.281,450.796875,423.59375,right,0.796875,-0.796875
23.281,450.578125,425.1875,right,0.578125,-0.578125
23.281,450.375,426.578125,right,0.375,-0.375
23.375,450.171875,428.109375,right,0.171875,-0.171875
23.375,450.125,429.6875,right,0.125,-0.125
23.375,450.15625,431.1875,right,0.15625,-0.15625
23.375,450.171875,432.796875,right,0.171875,-0.171875
23.485,450.109375,434.328125,right,0.109375,-0.109375
23.485,450.15625,436.8125,right,0.15625,-0.15625
23.485,450.203125,438.359375,right,0.203125,-0.203125
23.485,450.328125,440.0,right,0.328125,-0.328125
23.485,450.453125,441.609375,right,0.453125,-0.453125
23.5,450.671875,443.25,right,0.671875,-0.671875
23.594,450.859375,444.96875,right,0.859375,-0.859375
23.594,451.109375,447.390625,right,1.109375,-1.109375
23.594,451.234375,449.109375,right,1.234375,-1.234375
23.594,451.328125,450.578125,right,1.4484973356033486,-1.4484973356033486
23.703,451.375,451.546875,right,2.069649068229926,-2.069649068229926
23.703,451.3125,451.78125,right,2.212579447726115,-2.212579447726115
23.703,451.3125,451.625,right,2.0888468708835504,-2.0888468708835504
23.703,451.25,451.375,right,1.8582585934148133,-1.8582585934148133
23.703,451.203125,451.09375,right,1.6259762692379616,-1.6259762692379616
23.781,451.0,450.90625,right,1.349551430105574,-1.349551430105574
23.797,450.390625,450.859375,right,0.943987966687076,-0.943987966687076
23.797,449.46875,450.84375,bottom,0.84375,-0.84375
23.797,448.234375,450.9375,bottom,0.9375,-0.9375
23.797,446.828125,451.0,bottom,1.0,-1.0
23.891,445.21875,451.109375,bottom,1.109375,-1.109375
23.891,443.53125,451.25,bottom,1.25,-1.25
23.891,441.71875,451.296875,bottom,1.296875,-1.296875
23.891,439.78125,451.515625,bottom,1.515625,-1.515625
24.0,437.859375,451.8125,bottom,1.8125,-1.8125
24.0,434.875,452.109375,bottom,2.109375,-2.109375
24.0,432.78125,452.25,bottom,2.25,-2.25
24.0,430.578125,452.3125,bottom,2.3125,-2.3125
24.0,428.46875,452.46875,bottom,2.46875,-2.46875
24.094,426.296875,452.640625,bottom,2.640625,-2.640625
24.094,424.21875,452.828125,bottom,2.828125,-2.828125
24.094,421.0,453.15625,bottom,3.15625,-3.15625
24.094,418.78125,453.3125,bottom,3.3125,-3.3125
24.094,416.578125,453.453125,bottom,3.453125,-3.453125
24.11,414.359375,453.65625,bottom,3.65625,-3.65625
24.188,412.25,453.890625,bottom,3.890625,-3.890625
24.188,410.140625,454.03125,bottom,4.03125,-4.03125
24.188,407.921875,454.25,bottom,4.25,-4.25
24.219,405.703125,454.453125,bottom,4.453125,-4.453125
24.297,403.40625,454.5625,bottom,4.5625,-4.5625
24.297,399.984375,454.75,bottom,4.75,-4.75
24.297,397.6875,454.96875,bottom,4.96875,-4.96875
24.297,395.40625,455.109375,bottom,5.109375,-5.109375
24.391,393.140625,455.21875,bottom,5.21875,-5.21875
24.422,390.875,455.40625,bottom,5.40625,-5.40625
24.422,388.6875,455.453125,bottom,5.453125,-5.453125
24.422,386.375,455.4375,bottom,5.4375,-5.4375
24.422,384.03125,455.59375,bottom,5.59375,-5.59375
24.422,381.640625,455.828125,bottom,5.828125,-5.828125
24.5,379.40625,455.96875,bottom,5.96875,-5.96875
24.5,377.140625,456.078125,bottom,6.078125,-6.078125
24.5,373.734375,456.21875,bottom,6.21875,-6.21875
24.5,371.40625,456.296875,bottom,6.296875,-6.296875
24.531,369.078125,456.390625,bottom,6.390625,-6.390625
24.625,366.65625,456.53125,bottom,6.53125,-6.53125
24.625,364.4375,456.640625,bottom,6.640625,-6.640625
24.625,362.234375,456.671875,bottom,6.671875,-6.671875
24.625,360.03125,456.625,bottom,6.625,-6.625
24.625,357.734375,456.671875,bottom,6.671875,-6.671875
24.735,355.484375,456.671875,bottom,6.671875,-6.671875
24.735,353.15625,456.6875,bottom,6.6875,-6.6875
24.735,349.625,456.640625,bottom,6.640625,-6.640625
24.735,347.34375,456.640625,bottom,6.640625,-6.640625
24.797,345.0625,456.703125,bottom,6.703125,-6.703125
24.797,342.84375,456.75,bottom,6.75,-6.75
24.797,339.359375,456.796875,bottom,6.796875,-6.796875
24.797,337.03125,456.734375,bottom,6.734375,-6.734375
24.906,334.71875,456.625,bottom,6.625,-6.625
24.906,332.390625,456.546875,bottom,6.546875,-6.546875
24.906,330.078125,456.453125,bottom,6.453125,-6.453125
24.906,327.78125,456.390625,bottom,6.390625,-6.390625
24.906,324.21875,456.359375,bottom,6.359375,-6.359375
24.938,321.734375,456.375,bottom,6.375,-6.375
25.0,319.40625,456.328125,bottom,6.328125,-6.328125
25.0,317.046875,456.0,bottom,6.0,-6.0
25.0,314.859375,455.6875,bottom,5.6875,-5.6875
25.016,312.640625,455.1875,bottom,5.1875,-5.1875
25.125,309.4375,454.5,bottom,4.5,-4.5
25.125,307.234375,454.1875,bottom,4.1875,-4.1875
25.125,305.09375,453.796875,bottom,3.796875,-3.796875
25.125,302.828125,453.46875,bottom,3.46875,-3.46875
25.141,299.53125,452.96875,bottom,2.96875,-2.96875
25.219,297.375,452.546875,bottom,2.546875,-2.546875
25.219,295.125,452.203125,bottom,2.203125,-2.203125
25.219,293.03125,451.875,bottom,1.875,-1.875
25.219,290.6875,451.546875,bottom,1.546875,-1.546875
25.235,288.375,451.25,bottom,1.25,-1.25
25.313,286.078125,450.984375,bottom,0.984375,-0.984375
25.313,283.765625,450.859375,bottom,0.859375,-0.859375
25.313,281.609375,450.71875,bottom,0.71875,-0.71875
25.328,279.28125,450.625,bottom,0.625,-0.625
25.344,275.875,450.546875,bottom,0.546875,-0.546875
25.422,273.6875,450.59375,bottom,0.59375,-0.59375
25.422,271.40625,450.515625,bottom,0.515625,-0.515625
25.422,269.125,450.546875,bottom,0.546875,-0.546875
25.422,266.625,450.515625,bottom,0.515625,-0.515625
25.516,264.359375,450.59375,bottom,0.59375,-0.59375
25.516,262.140625,450.671875,bottom,0.671875,-0.671875
25.516,259.8125,450.75,bottom,0.75,-0.75
25.516,257.59375,450.828125,bottom,0.828125,-0.828125
25.531,255.265625,450.96875,bottom,0.96875,-0.96875
25.61,253.109375,451.109375,bottom,1.109375,-1.109375
25.625,251.0,451.328125,bottom,1.328125,-1.328125
25.625,247.75,451.6875,bottom,1.6875,-1.6875
25.625,245.484375,451.890625,bottom,1.890625,-1.890625
25.641,243.359375,452.0625,bottom,2.0625,-2.0625
25.735,241.203125,452.265625,bottom,2.265625,-2.265625
25.735,239.03125,452.421875,bottom,2.421875,-2.421875
25.735,236.6875,452.578125,bottom,2.578125,-2.578125
25.735,234.53125,452.765625,bottom,2.765625,-2.765625
25.75,232.34375,452.984375,bottom,2.984375,-2.984375
25.828,230.140625,453.140625,bottom,3.140625,-3.140625
25.828,227.921875,453.21875,bottom,3.21875,-3.21875
25.828,224.640625,453.265625,bottom,3.265625,-3.265625
25.844,222.4375,453.296875,bottom,3.296875,-3.296875
25.86,220.125,453.28125,bottom,3.28125,-3.28125
25.938,217.84375,453.3125,bottom,3.3125,-3.3125
25.938,215.765625,453.25,bottom,3.25,-3.25
25.938,213.5,453.234375,bottom,3.234375,-3.234375
25.938,210.171875,453.125,bottom,3.125,-3.125
26.031,207.828125,453.015625,bottom,3.015625,-3.015625
26.031,205.59375,453.0,bottom,3.0,-3.0
26.031,203.421875,453.0,bottom,3.0,-3.0
26.031,201.203125,452.875,bottom,2.875,-2.875
26.063,198.859375,452.71875,bottom,2.71875,-2.71875
26.141,195.40625,452.359375,bottom,2.359375,-2.359375
26.141,193.0,452.203125,bottom,2.203125,-2.203125
26.141,190.640625,452.09375,bottom,2.09375,-2.09375
26.141,188.5,452.0,bottom,2.0,-2.0
26.156,186.28125,451.984375,bottom,1.984375,-1.984375
26.235,184.015625,451.859375,bottom,1.859375,-1.859375
26.235,181.796875,451.84375,bottom,1.84375,-1.84375
26.235,179.640625,451.921875,bottom,1.921875,-1.921875
26.235,177.59375,452.09375,bottom,2.09375,-2.09375
26.266,175.71875,452.40625,bottom,2.40625,-2.40625
26.344,173.640625,452.71875,bottom,2.71875,-2.71875
26.344,170.875,453.046875,bottom,3.046875,-3.046875
26.344,169.125,453.203125,bottom,3.203125,-3.203125
26.344,167.421875,453.28125,bottom,3.28125,-3.28125
26.453,165.75,453.40625,bottom,3.40625,-3.40625
26.453,163.953125,453.46875,bottom,3.46875,-3.46875
26.453,162.171875,453.4375,bottom,3.4375,-3.4375
26.453,160.46875,453.484375,bottom,3.484375,-3.484375
26.453,158.8125,453.546875,bottom,3.546875,-3.546875
26.547,157.1875,453.5625,bottom,3.5625,-3.5625
26.563,155.515625,453.5625,bottom,3.5625,-3.5625
26.563,153.921875,453.546875,bottom,3.546875,-3.546875
26.563,152.21875,453.375,bottom,3.375,-3.375
26.563,150.4375,453.0,bottom,3.0,-3.0
26.766,147.984375,452.234375,bottom,3.0091819122894514,-3.0091819122894514
26.766,146.6875,451.625,bottom,3.6896180357863604,-3.6896180357863604
26.766,146.015625,450.984375,bottom,4.104173276221412,-4.104173276221412
26.766,146.0625,450.703125,bottom,3.9997863712484696,-3.9997863712484696
26.766,146.21875,450.6875,bottom,3.8432418363277634,-3.8432418363277634
26.766,146.328125,450.71875,bottom,3.7415595115038593,-3.7415595115038593
26.766,146.359375,450.6875,bottom,3.704970531681055,-3.704970531681055
26.766,146.5,450.265625,bottom,3.51006504791934,-3.51006504791934
26.766,146.546875,449.4375,left,3.453125,-3.453125
26.86,146.640625,448.359375,left,3.359375,-3.359375
26.86,146.75,447.09375,left,3.25,-3.25
26.86,146.875,445.625,left,3.125,-3.125
26.86,147.03125,443.15625,left,2.96875,-2.96875
26.969,147.109375,441.359375,left,2.890625,-2.890625
26.969,147.1875,439.46875,left,2.8125,-2.8125
26.969,147.078125,436.609375,left,2.921875,-2.921875
26.969,147.15625,434.5,left,2.84375,-2.84375
26.969,147.171875,432.4375,left,2.828125,-2.828125
27.063,147.296875,430.328125,left,2.703125,-2.703125
27.063,147.59375,427.15625,left,2.40625,-2.40625
27.063,147.828125,424.96875,left,2.171875,-2.171875
27.063,148.03125,422.8125,left,1.96875,-1.96875
27.063,148.203125,420.53125,left,1.796875,-1.796875
27.094,148.484375,417.890625,left,1.515625,-1.515625
27.266,148.53125,415.578125,left,1.46875,-1.46875
27.266,148.546875,413.484375,left,1.453125,-1.453125
27.266,148.484375,411.171875,left,1.515625,-1.515625
27.266,148.34375,408.8125,left,1.65625,-1.65625
27.266,148.125,406.71875,left,1.875,-1.875
27.266,147.953125,405.640625,left,2.046875,-2.046875
27.266,146.984375,401.765625,left,3.015625,-3.015625
27.266,146.4375,399.671875,left,3.5625,-3.5625
27.266,145.984375,397.75,left,4.015625,-4.015625
27.375,145.484375,395.796875,left,4.515625,-4.515625
27.375,144.984375,393.890625,left,5.015625,-5.015625
27.375,144.59375,391.890625,left,5.40625,-5.40625
27.375,144.203125,389.890625,left,5.796875,-5.796875
27.469,144.0625,386.890625,left,5.9375,-5.9375
27.469,143.953125,384.734375,left,6.046875,-6.046875
27.469,143.9375,382.71875,left,6.0625,-6.0625
27.469,143.921875,380.53125,left,6.078125,-6.078125
27.469,144.015625,378.390625,left,5.984375,-5.984375
27.485,144.125,376.125,left,5.875,-5.875
27.578,144.359375,372.65625,left,5.640625,-5.640625
27.578,144.578125,370.4375,left,5.421875,-5.421875
27.578,144.828125,368.078125,left,5.171875,-5.171875
27.578,145.109375,365.78125,left,4.890625,-4.890625
27.594,145.5625,363.5625,left,4.4375,-4.4375
27.688,145.921875,361.265625,left,4.078125,-4.078125
27.688,146.265625,358.890625,left,3.734375,-3.734375
27.688,146.75,356.5625,left,3.25,-3.25
27.688,147.15625,354.359375,left,2.84375,-2.84375
27.703,147.703125,351.046875,left,2.296875,-2.296875
27.766,147.90625,348.78125,left,2.09375,-2.09375
27.766,147.921875,346.65625,left,2.078125,-2.078125
27.766,147.59375,343.75,left,2.40625,-2.40625
27.781,147.46875,342.75,left,2.53125,-2.53125
27.875,146.9375,340.03125,left,3.0625,-3.0625
27.875,146.546875,338.078125,left,3.453125,-3.453125
27.875,146.078125,336.171875,left,3.921875,-3.921875
27.875,145.6875,334.25,left,4.3125,-4.3125
27.875,145.4375,332.21875,left,4.5625,-4.5625
27.969,145.21875,328.890625,left,4.78125,-4.78125
27.969,145.078125,326.765625,left,4.921875,-4.921875
27.969,145.015625,324.46875,left,4.984375,-4.984375
27.969,145.0,322.34375,left,5.0,-5.0
28.0,145.125,320.15625,left,4.875,-4.875
28.078,145.234375,318.203125,left,4.765625,-4.765625
28.078,145.34375,317.078125,left,4.65625,-4.65625
28.078,145.46875,315.140625,left,4.53125,-4.53125
28.078,145.640625,312.25,left,4.359375,-4.359375
28.11,145.875,310.359375,left,4.125,-4.125
28.188,146.046875,308.46875,left,3.953125,-3.953125
28.188,146.359375,306.46875,left,3.640625,-3.640625
28.188,146.625,304.046875,left,3.375,-3.375
28.188,146.953125,301.90625,left,3.046875,-3.046875
28.219,147.296875,298.734375,left,2.703125,-2.703125
28.297,147.671875,296.703125,left,2.328125,-2.328125
28.297,147.703125,294.578125,left,2.296875,-2.296875
28.297,147.8125,292.359375,left,2.1875,-2.1875
28.297,148.078125,290.140625,left,1.921875,-1.921875
28.313,148.25,288.125,left,1.75,-1.75
28.406,148.421875,285.96875,left,1.578125,-1.578125
28.406,148.484375,283.921875,left,1.515625,-1.515625
28.406,148.625,280.625,left,1.375,-1.375
28.688,148.703125,278.515625,left,1.296875,-1.296875
28.688,148.78125,276.3125,left,1.21875,-1.21875
28.688,148.546875,274.109375,left,1.453125,-1.453125
28.688,148.1875,272.125,left,1.8125,-1.8125
28.688,147.9375,270.09375,left,2.0625,-2.0625
28.688,147.671875,268.0,left,2.328125,-2.328125
28.688,147.515625,265.921875,left,2.484375,-2.484375
28.688,147.453125,263.796875,left,2.546875,-2.546875
